"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..genes"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"Gold_Standard_0"	30	25	25	21	15	2044131	2032579	2032579	1960520	1736974	30	241492	2044131	2046131	45.32	45.33	120792	"120792"	69313	"69313"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.902	1	0	0	0	"5250 + 98 part"	"1682"	"1685"	"1525"	"311"	"37"	241492	"120792"	120792	"69313"	"69313"	"6"	"6"	"12"	"12"	"1035981"	"Porphyromonas crevioricanis"	2046131	264458	13.0299	45.33	"uniq"	" 1745"	"0"	0	0	19.3871751124439	0.0332680320133333
"Gold_Standard_0"	34	29	27	24	18	2788202	2776728	2760629	2704217	2468031	34	448988	2788202	2791217	28.57	28.57	145765	"145765"	90935	"90935"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.892	1	0	0	0	"6861 + 85 part"	"2704"	"2709"	"2377"	"354"	"27"	448988	"145765"	145765	"90935"	"90935"	"6"	"6"	"12"	"12"	"1035993"	"Clostridium tetani"	2791217	337690	13.8097	28.57	"uniq"	" 2744"	"0"	0	0	18.1474604088468	0.0293482696
"Gold_Standard_0"	2	0	0	0	0	2194	0	0	0	0	85	1143	51424	2840943	48.15	46.76	579	NA	535	NA	37	NA	61	NA	0	0	0	0	"0 + 0 part"	0	1.81	1	0	0	0	"23 + 253 part"	"103"	"103"	"75"	"0"	"0"	1143	"579"	0	"535"	NA	"37"	NA	"61"	NA	"1036011"	"Prevotella oulorum"	2840943	6160	0.226483	46.76	"uniq"	" 2582"	"0"	0	0	0.325244117886209	3.85423529411765e-06
"Gold_Standard_0"	1136	99	8	0	0	3042436	674550	88884	0	0	1544	13052	3340480	3583033	35.63	35.66	2969	"2805"	1706	"1451"	361	"403"	730	"846"	0	0	0	0	"0 + 0 part"	0	93.231	1	0	0	0	"5009 + 3307 part"	"4254"	"4255"	"3219"	"233"	"10"	13052	"2969"	2805	"1706"	"1451"	"361"	"403"	"730"	"846"	"1036557"	"Lutispora thermophila DSM 19022"	3583033	89504	2.60858	35.66	"uniq"	" 3453"	"0"	0	0	3.74699312007453	0.000562954621826425
"Gold_Standard_0"	143	103	84	38	12	2946584	2842509	2699246	1925565	998021	145	142989	2948556	2952162	47.32	47.31	35461	"34594"	20097	"20020"	23	"24"	51	"52"	0	0	0	0	"0 + 0 part"	0	99.878	1	0	0	0	"6699 + 157 part"	"3157"	"3162"	"2474"	"295"	"24"	142989	"35461"	34594	"20097"	"20020"	"23"	"24"	"51"	"52"	"1036566"	"Bacillus coagulans DSM 1 = ATCC 7050"	2952162	725666	24.3925	47.31	"uniq"	" 2991"	"0"	0	0	36.8712489355259	0.00687973440275862
"Gold_Standard_0"	100	70	55	33	13	2485267	2417692	2311596	1890013	1152506	100	165208	2485267	2489535	51.06	51.06	47750	"47750"	26135	"25902"	15	"15"	32	"33"	0	0	0	0	"0 + 0 part"	0	99.829	1	0	0	0.08	"4745 + 138 part"	"2105"	"2106"	"1877"	"283"	"29"	165208	"47750"	47750	"26135"	"25902"	"15"	"15"	"32"	"33"	"1036614"	"Ferrithrix thermotolerans DSM 19514"	2489535	508402	21.8984	51.06	"uniq"	" 2381"	"0"	0	0	30.6323470045611	0.009965829241
"Gold_Standard_0"	156	116	80	30	9	2455797	2363264	2103899	1334578	634953	156	86521	2455797	2460837	29.64	29.64	27744	"26942"	13609	"13609"	26	"27"	58	"58"	0	0	0	0	"0 + 0 part"	0	99.795	1	0	0	0	"5906 + 243 part"	"2474"	"2493"	"2074"	"280"	"22"	86521	"27744"	26942	"13609"	"13609"	"26"	"27"	"58"	"58"	"1036629"	"Caloranaerobacter azorensis DSM 13643"	2460837	522732	24.6175	29.64	"uniq"	" 2529"	"0"	0	0	31.863061226729	0.00638400129807692
"Gold_Standard_0"	37	32	30	23	17	3268385	3253499	3239422	3125460	2887874	37	812014	3268385	3270841	54.11	54.11	200033	"200033"	86977	"86977"	4	"4"	10	"10"	0	0	0	0	"0 + 0 part"	0	99.925	1	0	0	0	"6581 + 90 part"	"3144"	"3151"	"2756"	"397"	"42"	812014	"200033"	200033	"86977"	"86977"	"4"	"4"	"10"	"10"	"1036635"	"Butyricicoccus pullicaecorum DSM 23266"	3270841	791640	26.6186	54.11	"uniq"	" 3117"	"0"	0	0	36.3044244584191	0.0269865016891892
"Gold_Standard_0"	88	59	48	35	26	4473091	4411706	4335646	4120859	3773005	88	462325	4473091	4474501	29.31	29.32	151105	"151105"	71704	"71704"	9	"9"	20	"20"	0	0	0	0	"0 + 0 part"	0	99.968	1	0	0	0	"8854 + 181 part"	"4244"	"4247"	"3653"	"572"	"45"	462325	"151105"	151105	"71704"	"71704"	"9"	"9"	"20"	"20"	"1036680"	"Clostridium grantii DSM 8605"	4474501	1177642	25.9907	29.32	"uniq"	" 4226"	"0"	0	0	39.4784356959581	0.0113563648
"Gold_Standard_0"	82	68	62	45	37	4834992	4804543	4758365	4480314	4179031	82	416484	4834992	4836996	39.66	39.66	119701	"119701"	66823	"66823"	14	"14"	28	"28"	0	0	0	0	"0 + 0 part"	0	99.959	1	0	0	0	"9094 + 153 part"	"4105"	"4114"	"3715"	"729"	"58"	416484	"119701"	119701	"66823"	"66823"	"14"	"14"	"28"	"28"	"1036683"	"Butyrivibrio fibrisolvens DSM 3071"	4836996	687638	14.1477	39.66	"uniq"	" 4094"	"0"	0	0	21.3243302247924	0.0121851240012195
"Gold_Standard_0"	24	21	20	18	17	3390034	3380946	3375365	3334607	3308917	24	863458	3390034	3394420	39.9	39.9	286675	"286675"	126179	"126179"	4	"4"	9	"9"	0	0	0	0	"0 + 0 part"	0	99.871	1	0	0	0	"7052 + 52 part"	"3038"	"3050"	"2772"	"538"	"46"	863458	"286675"	286675	"126179"	"126179"	"4"	"4"	"9"	"9"	"1036695"	"Butyrivibrio hungatei DSM 14810"	3394420	398764	12.0329	39.9	"uniq"	" 3048"	"0"	0	0	17.621449319766	0.0415592360041667
"Gold_Standard_0"	55	42	38	21	11	2231592	2199613	2172378	1893551	1525259	56	362976	2232591	2233018	27.84	27.84	90174	"90174"	38455	"38455"	6	"6"	15	"15"	0	0	0	0	"0 + 0 part"	0	99.981	1	0	0	0	"5735 + 159 part"	"2253"	"2256"	"1923"	"288"	"26"	362976	"90174"	90174	"38455"	"38455"	"6"	"6"	"15"	"15"	"1036701"	"Tepidibacter thalassicus DSM 15285"	2233018	1128212	51.5648	27.84	"uniq"	" 2273"	"0"	0	0	75.7861333854004	0.0178503577875
"Gold_Standard_0"	78	69	62	44	24	4149956	4130624	4077202	3747138	3034828	79	377542	4150955	4151980	48.23	48.23	121802	"121802"	45961	"45961"	11	"11"	26	"26"	0	0	0	0	"0 + 0 part"	0	99.975	1	0	0	0	"8871 + 107 part"	"3910"	"3915"	"3457"	"504"	"41"	377542	"121802"	121802	"45961"	"45961"	"11"	"11"	"26"	"26"	"1036704"	"Propionispora hippei DSM 15287"	4151980	3553688	96.3574	48.23	"uniq"	" 3917"	"0"	0	0	128.385300507228	0.0126518995253165
"Gold_Standard_0"	56	40	36	24	17	2625263	2594425	2566722	2369322	2136963	56	391171	2625263	2627109	49.51	49.51	115746	"115746"	63381	"63381"	8	"8"	15	"15"	0	0	0	0	"0 + 0 part"	0	99.93	1	0	0	0	"6303 + 170 part"	"2581"	"2581"	"2206"	"319"	"25"	391171	"115746"	115746	"63381"	"63381"	"8"	"8"	"15"	"15"	"1036716"	"Desulfotomaculum hydrothermale Lam5 = DSM 18033"	2627109	310440	13.5518	49.51	"uniq"	" 2620"	"0"	0	0	17.7251876492372	0.0178321516071429
"Gold_Standard_0"	43	31	29	23	14	2472183	2444058	2426290	2326312	1986174	43	418272	2472183	2473383	28.57	28.57	124269	"124269"	83168	"83168"	7	"7"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.951	1	0	0	0	"6155 + 115 part"	"2364"	"2365"	"2044"	"316"	"34"	418272	"124269"	124269	"83168"	"83168"	"7"	"7"	"12"	"12"	"1036731"	"Caminicella sporogenes DSM 14501"	2473383	321180	14.2013	28.57	"uniq"	" 2372"	"0"	0	0	19.4781802899106	0.0232330288395349
"Gold_Standard_0"	22	20	19	17	15	2937124	2932477	2926848	2900700	2828822	22	424160	2937124	2938633	28.63	28.63	365634	"365634"	181155	"181155"	4	"4"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.949	1	0	0	0	"5254 + 52 part"	"2662"	"2664"	"2425"	"337"	"37"	424160	"365634"	365634	"181155"	"181155"	"4"	"4"	"7"	"7"	"1036782"	"Intestinibacter bartlettii DSM 16795"	2938633	324110	12.1127	28.63	"uniq"	" 2676"	"0"	0	0	16.5439168484122	0.0454081936409091
"Gold_Standard_0"	27	27	26	22	20	4980999	4980999	4974640	4907635	4815633	27	792743	4980999	4983771	60.5	60.5	394139	"394139"	179591	"179591"	5	"5"	9	"9"	0	0	0	0	"0 + 0 part"	0	99.944	1	0	0	0.02	"9306 + 25 part"	"4610"	"4610"	"4165"	"678"	"81"	792743	"394139"	394139	"179591"	"179591"	"5"	"5"	"9"	"9"	"1036785"	"Ferrimonas marina"	4983771	6524570	128.411	60.5	"uniq"	" 4648"	"0"	0	0	196.374492327196	0.0369955671703704
"Gold_Standard_0"	157	123	102	65	22	4125126	4045741	3893916	3274100	1765262	157	131158	4125126	4131007	66.67	66.67	43201	"43201"	26458	"26458"	29	"29"	59	"59"	0	0	0	0	"0 + 0 part"	0	99.858	1	0	0	0.1	"8729 + 210 part"	"3690"	"3695"	"3262"	"576"	"98"	131158	"43201"	43201	"26458"	"26458"	"29"	"29"	"59"	"59"	"1036800"	"Tessaracoccus bendigoensis DSM 12906"	4131007	453954	12.6212	66.67	"uniq"	" 3758"	"0"	0	0	16.4834143345678	0.00635135042292994
"Gold_Standard_0"	30	21	21	20	19	5163587	5139464	5139464	5120272	5088518	30	1062667	5163587	5165242	67.84	67.84	422160	"422160"	157250	"157250"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.968	1	0	0	0	"7253 + 74 part"	"4445"	"4447"	"4083"	"660"	"81"	1062667	"422160"	422160	"157250"	"157250"	"4"	"4"	"8"	"8"	"1036803"	"Pseudoxanthobacter soli DSM 19599"	5165242	420968	8.30303	67.84	"uniq"	" 4337"	"0"	0	0	12.2250225642864	0.0333120034133333
"Gold_Standard_0"	136	122	108	80	54	9741331	9710388	9615928	9143786	8193778	136	995696	9741331	9745282	69.05	69.05	141645	"141645"	83551	"83551"	18	"18"	41	"41"	0	0	0	0	"0 + 0 part"	0	99.959	1	0	0	0.01	"14276 + 253 part"	"9222"	"9238"	"8057"	"1257"	"162"	995696	"141645"	141645	"83551"	"83551"	"18"	"18"	"41"	"41"	"1048861"	"Lechevalieria flava"	9745282	1408200	15.1638	69.05	"uniq"	" 9328"	"0"	0	0	21.6751039118211	0.00734691300073529
"Gold_Standard_0"	2195	736	189	4	0	10373634	6512883	2687181	127184	0	2476	43082	10582816	10810212	68.96	68.95	6315	"6134"	3616	"3494"	518	"536"	1067	"1115"	0	0	0	0	"0 + 0 part"	0	97.872	1	0	0	0	"12703 + 3684 part"	"11482"	"11558"	"9736"	"1169"	"127"	43082	"6315"	6134	"3616"	"3494"	"518"	"536"	"1067"	"1115"	"1048870"	"Lechevalieria aerocolonigenes"	10810212	347860	3.52758	68.95	"uniq"	"10041"	"0"	0	0	4.82682485782887	0.000386871097899838
"Gold_Standard_0"	47	41	38	33	29	12272270	12260081	12235510	12136826	12005038	47	1992530	12272270	12276125	66.2	66.2	567768	"567768"	486262	"486262"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.969	1	0	0	0	"16783 + 104 part"	"10974"	"10984"	"9898"	"1594"	"257"	1992530	"567768"	567768	"486262"	"486262"	"6"	"6"	"12"	"12"	"1048885"	"Kibdelosporangium aridum"	12276125	1928000	17.7805	66.2	"uniq"	"11208"	"0"	0	0	23.557922390005	0.0212634063
"Gold_Standard_0"	22	16	14	13	11	2957327	2943017	2932537	2919065	2842874	22	610024	2957327	2958257	32.24	32.24	318715	"318715"	147913	"147913"	4	"4"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.969	1	0	0	0	"6423 + 42 part"	"2616"	"2619"	"2447"	"461"	"68"	610024	"318715"	318715	"147913"	"147913"	"4"	"4"	"7"	"7"	"1048939"	"Olleya aquimaris"	2958257	2937988	97.3664	32.24	"uniq"	" 2658"	"0"	0	0	148.972249537481	0.0454263680045454
"Gold_Standard_0"	2268	263	22	0	0	6486743	1816598	249829	0	0	2951	15116	6991126	7410016	43.75	43.75	3246	"3076"	1895	"1664"	685	"752"	1383	"1560"	0	0	0	0	"0 + 0 part"	0	94.313	1	0	0	0	"4389 + 2851 part"	"7754"	"7754"	"6497"	"821"	"87"	15116	"3246"	3076	"1895"	"1664"	"685"	"752"	"1383"	"1560"	"1048942"	"Ohtaekwangia kribbensis"	7410016	189992	2.57316	43.75	"uniq"	" 6168"	"0"	0	0	3.84598359841598	0.00030142127987123
"Gold_Standard_0"	357	292	221	99	27	7213212	7008000	6497457	4473461	1896596	365	148497	7219150	7241272	41.93	41.93	33155	"33155"	18778	"18615"	70	"70"	143	"144"	0	0	0	0	"0 + 0 part"	0	99.678	1	0	0	0	"6262 + 366 part"	"5992"	"5996"	"5497"	"1175"	"244"	148497	"33155"	33155	"18778"	"18615"	"70"	"70"	"143"	"144"	"1048945"	"Ohtaekwangia koreensis"	7241272	332948	4.64933	41.93	"uniq"	" 5904"	"0"	0	0	6.89688220522582	0.00272211059835616
"Gold_Standard_0"	30	26	25	23	19	3666425	3657012	3651621	3619465	3481771	30	391594	3666425	3668822	66.54	66.54	244385	"244385"	116819	"116819"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.935	1	0	0	0	"7986 + 74 part"	"3499"	"3503"	"3129"	"499"	"48"	391594	"244385"	244385	"116819"	"116819"	"6"	"6"	"12"	"12"	"1048966"	"Rhodobacter capsulatus"	3668822	632390	18.5523	66.54	"strain"	" 3474"	"0"	0	0	25.8553017835153	0.0332900140833333
"Gold_Standard_0"	939	204	23	0	0	3382187	1555515	307243	0	0	1170	22907	3553785	3685266	60.11	60.09	4354	"4203"	2593	"2380"	252	"267"	513	"553"	0	0	0	0	"0 + 0 part"	0	96.432	1	0	0	0	"5211 + 2225 part"	"4193"	"4198"	"3435"	"322"	"20"	22907	"4354"	4203	"2593"	"2380"	"252"	"267"	"513"	"553"	"1048978"	"Roseinatronobacter thiooxidans"	3685266	107070	2.97928	60.09	"uniq"	" 3565"	"0"	0	0	4.35803005807451	0.000794797489230769
"Gold_Standard_0"	421	254	143	20	1	3814806	3351251	2563102	685041	60326	455	60326	3840407	3867412	59.01	59.01	13399	"13387"	7756	"7496"	89	"90"	179	"182"	0	0	0	0	"0 + 0 part"	0	99.302	1	0	0	0	"4660 + 610 part"	"3953"	"3956"	"3463"	"439"	"25"	60326	"13399"	13387	"7756"	"7496"	"89"	"90"	"179"	"182"	"1049011"	"Rhodobaca barguzinensis"	3867412	153638	4.22559	59.01	"uniq"	" 3716"	"0"	0	0	5.95894618933799	0.00216722795692308
"Gold_Standard_0"	25	23	20	15	13	4500101	4497504	4472864	4388462	4317592	25	666952	4500101	4506111	41.47	41.47	407651	"407651"	275890	"275890"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.867	1	0	0	0	"7236 + 51 part"	"3727"	"3727"	"3486"	"726"	"144"	666952	"407651"	407651	"275890"	"275890"	"4"	"4"	"8"	"8"	"1049032"	"Sphingobacterium psychroaquaticum"	4506111	650344	16.0968	41.47	"uniq"	" 3811"	"0"	0	0	21.6487343520832	0.039893670756
"Gold_Standard_0"	30	16	13	12	12	3154949	3122644	3097278	3086229	3086229	30	882576	3154949	3155334	31.25	31.25	404320	"404320"	199768	"199768"	3	"3"	6	"6"	0	0	0	0	"0 + 0 part"	0	99.988	1	0	0	0	"6444 + 70 part"	"2879"	"2880"	"2641"	"451"	"64"	882576	"404320"	404320	"199768"	"199768"	"3"	"3"	"6"	"6"	"1049035"	"Formosa spongicola"	3155334	3290898	105.811	31.25	"uniq"	" 2925"	"0"	0	0	156.444515857909	0.0333253338133333
"Gold_Standard_0"	1013	349	90	2	0	4827797	3077035	1285546	54691	0	1159	29301	4934827	5050264	39.9	39.91	6275	"6116"	3688	"3498"	240	"250"	493	"517"	0	0	0	0	"0 + 0 part"	0	97.696	1	0	0	0	"5004 + 1473 part"	"4860"	"4865"	"4266"	"630"	"94"	29301	"6275"	6116	"3688"	"3498"	"240"	"250"	"493"	"517"	"1049083"	"Sphingobacterium nematocida"	5050264	163230	3.59772	39.91	"uniq"	" 4350"	"0"	0	0	4.8481623930947	0.000823512374115617
"Gold_Standard_0"	178	127	94	60	34	5477884	5369707	5139929	4584442	3662320	178	305729	5477884	5484531	65.48	65.48	79498	"79498"	36964	"36964"	20	"20"	45	"45"	0	0	0	0	"0 + 0 part"	0	99.879	1	0	0	0	"11470 + 258 part"	"5227"	"5234"	"4486"	"677"	"65"	305729	"79498"	79498	"36964"	"36964"	"20"	"20"	"45"	"45"	"1052941"	"Azotobacter vinelandii"	5484531	2860478	51.4638	65.48	"uniq"	" 5141"	"0"	0	0	78.2330704302702	0.00560439024775281
"Gold_Standard_0"	111	94	85	63	35	5426868	5375956	5310908	4956867	3966541	112	422264	5427686	5431076	67.8	67.8	90165	"90165"	47773	"47773"	17	"17"	38	"38"	0	0	0	0	"0 + 0 part"	0	99.938	1	0	0	0	"10426 + 200 part"	"5472"	"5498"	"4763"	"621"	"40"	422264	"90165"	90165	"47773"	"47773"	"17"	"17"	"38"	"38"	"1052950"	"Paracoccus pantotrophus"	5431076	982328	18.6277	67.8	"uniq"	" 5372"	"0"	0	0	27.1307564099637	0.00891750343214286
"Gold_Standard_0"	814	297	83	2	0	4050067	2725743	1168461	51695	0	924	26027	4131627	4217986	67.76	67.73	7255	"7120"	3763	"3636"	188	"194"	383	"400"	0	0	0	0	"0 + 0 part"	0	97.87	1.001	0	0	0.05	"7401 + 1882 part"	"4740"	"4744"	"3953"	"397"	"25"	26027	"7255"	7120	"3763"	"3636"	"188"	"194"	"383"	"400"	"1052953"	"Paracoccus pantotrophus"	4217986	141152	3.42002	67.73	"uniq"	" 4137"	"0"	0	0	5.01964681722509	0.00103663819264069
"Gold_Standard_0"	59	32	21	11	7	2512984	2447717	2367940	2214618	2075786	59	792918	2512984	2513744	66.15	66.15	419914	"419914"	125600	"125600"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	99.97	1	0	0	0	"5988 + 165 part"	"2648"	"2648"	"2206"	"303"	"19"	792918	"419914"	419914	"125600"	"125600"	"3"	"3"	"5"	"5"	"1052959"	"Halobacterium salinarum"	2513744	866692	34.0445	66.15	"uniq"	" 2640"	"0"	0	0	51.7171995238974	0.0169389845762712
"Gold_Standard_0"	40	27	19	12	6	2364702	2336339	2277980	2149977	1933019	40	966705	2364702	2364912	66.55	66.55	544551	"544551"	93140	"93140"	2	"2"	4	"4"	0	0	0	0	"0 + 0 part"	0	99.991	1	0	0	0	"5434 + 92 part"	"2460"	"2467"	"2073"	"291"	"18"	966705	"544551"	544551	"93140"	"93140"	"2"	"2"	"4"	"4"	"1052965"	"Halobacterium salinarum"	2364912	1345440	55.9303	66.55	"uniq"	" 2452"	"0"	0	0	85.3376362418559	0.0249955002025
"Gold_Standard_0"	68	55	47	28	19	3864443	3835339	3777268	3467996	3092071	68	592915	3864443	3864762	66.31	66.31	151253	"151253"	78149	"78149"	8	"8"	17	"17"	0	0	0	0	"0 + 0 part"	0	99.992	1	0	0	0	"8889 + 119 part"	"3762"	"3762"	"3317"	"522"	"52"	592915	"151253"	151253	"78149"	"78149"	"8"	"8"	"17"	"17"	"1052968"	"Rhodobacter capsulatus"	3864762	2809450	72.9606	66.31	"strain"	" 3730"	"0"	0	0	109.040996573657	0.0147035295058824
"Gold_Standard_0"	118	88	75	51	25	3645477	3584640	3483575	3058617	2071111	118	202263	3645477	3648644	42.13	42.12	51826	"51826"	35865	"35865"	21	"21"	41	"41"	0	0	0	0	"0 + 0 part"	0	99.882	1	0	0	0	"6986 + 129 part"	"3573"	"3578"	"3107"	"411"	"28"	202263	"51826"	51826	"35865"	"35865"	"21"	"21"	"41"	"41"	"1052974"	"Sporosarcina newyorkensis"	3648644	682542	20.7186	42.12	"strain"	" 3645"	"0"	0	0	28.0600957506405	0.00845458807118644
"Gold_Standard_0"	17	16	16	14	13	3599834	3595878	3595878	3558949	3532024	17	842601	3599834	3602225	41.98	41.99	485323	"485323"	195564	"195564"	3	"3"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.934	1	0	0	0	"7542 + 29 part"	"3522"	"3526"	"3118"	"378"	"25"	842601	"485323"	485323	"195564"	"195564"	"3"	"3"	"7"	"7"	"1052977"	"Sporosarcina newyorkensis"	3602225	364240	11.1929	41.99	"strain"	" 3582"	"0"	0	0	15.167292437313	0.0587459079764706
"Gold_Standard_0"	186	129	89	58	34	6919808	6798863	6492741	6030864	5138893	186	374758	6919808	6919612	61.97	61.97	154304	"154304"	49475	"49475"	16	"16"	36	"36"	0	0	0	0	"0 + 0 part"	0	99.916	1.001	0	0	0	"12458 + 71 part"	"6873"	"6907"	"5854"	"765"	"62"	374758	"154304"	154304	"49475"	"49475"	"16"	"16"	"36"	"36"	"1052992"	"Sinorhizobium meliloti"	6919612	18513350	307.807	61.97	"strain"	" 6830"	"0"	0	0	401.323441256533	0.00536731562150538
"Gold_Standard_0"	120	97	84	58	39	6854725	6808190	6705707	6301523	5613436	120	412241	6854725	6860017	62.08	62.08	126463	"126463"	67289	"67289"	15	"15"	32	"32"	0	0	0	0	"0 + 0 part"	0	99.923	1	0	0	0	"12109 + 173 part"	"6595"	"6610"	"5733"	"788"	"60"	412241	"126463"	126463	"67289"	"67289"	"15"	"15"	"32"	"32"	"1052995"	"Sinorhizobium meliloti"	6860017	3362096	48.738	62.08	"strain"	" 6583"	"0"	0	0	73.5150364787726	0.00832050494083333
"Gold_Standard_0"	25	20	14	12	12	2511226	2495563	2456527	2422787	2422787	25	437198	2511226	2512854	56	56	270060	"270060"	150698	"150698"	4	"4"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.935	1	0	0	0	"6025 + 31 part"	"2417"	"2421"	"2100"	"287"	"20"	437198	"270060"	270060	"150698"	"150698"	"4"	"4"	"7"	"7"	"1052998"	"Moorella thermoacetica"	2512854	16350396	652.636	56	"strain"	" 2551"	"0"	0	0	976.005529967121	0.0399480169
"Gold_Standard_0"	32	28	26	22	19	2625554	2616313	2602752	2548257	2448396	32	341394	2625554	2627482	55.8	55.8	138270	"138270"	92327	"92327"	7	"7"	13	"13"	0	0	0	0	"0 + 0 part"	0	99.927	1	0	0	0	"6447 + 101 part"	"2523"	"2526"	"2192"	"296"	"21"	341394	"138270"	138270	"92327"	"92327"	"7"	"7"	"13"	"13"	"1053004"	"Moorella thermoacetica"	2627482	190018	7.62465	55.8	"strain"	" 2633"	"0"	0	0	10.8479144671591	0.031204391653125
"Gold_Standard_0"	40	26	20	16	13	3684135	3653251	3612580	3546421	3455683	40	747310	3684135	3687444	63.98	63.98	307734	"307734"	157543	"157543"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.91	1	0	0	0	"4685 + 59 part"	"3306"	"3308"	"2988"	"566"	"67"	747310	"307734"	307734	"157543"	"157543"	"4"	"4"	"8"	"8"	"1053022"	"Phaeospirillum fulvum"	3687444	2010632	58.711	63.98	"strain"	" 3301"	"0"	0	0	81.7896624328397	0.02495502025
"Gold_Standard_0"	47	33	32	23	19	3762331	3730078	3724974	3578373	3427695	47	494445	3762331	3764101	64.03	64.03	213278	"213278"	116245	"116245"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.953	1	0	0	0	"5280 + 89 part"	"3448"	"3449"	"3058"	"579"	"61"	494445	"213278"	213278	"116245"	"116245"	"6"	"6"	"12"	"12"	"1053025"	"Phaeospirillum fulvum"	3764101	530752	16.1132	64.03	"strain"	" 3454"	"0"	0	0	21.1505482982524	0.0212566004446809
"Gold_Standard_0"	27	24	23	19	16	3765620	3757783	3750969	3676161	3566025	27	707824	3765620	3769101	63.91	63.91	277649	"277649"	146309	"146309"	4	"4"	9	"9"	0	0	0	0	"0 + 0 part"	0	99.908	1	0	0	0	"5008 + 40 part"	"3401"	"3405"	"3056"	"570"	"69"	707824	"277649"	277649	"146309"	"146309"	"4"	"4"	"9"	"9"	"1053028"	"Phaeospirillum fulvum"	3769101	1625402	49.0176	63.91	"strain"	" 3391"	"0"	0	0	64.6865923730884	0.036968920237037
"Gold_Standard_0"	32	28	28	24	19	3800076	3789857	3789857	3719807	3570629	32	394711	3800076	3805060	64.75	64.75	296296	"296296"	153976	"153976"	6	"6"	12	"12"	0	0	0	0	"0 + 0 part"	0	99.869	1	0	0	0	"7581 + 88 part"	"3354"	"3362"	"3010"	"575"	"77"	394711	"296296"	296296	"153976"	"153976"	"6"	"6"	"12"	"12"	"1053031"	"Phaeospirillum fulvum"	3805060	410356	12.1893	64.75	"uniq"	" 3345"	"0"	0	0	16.1767225746769	0.031168178628125
"Gold_Standard_0"	775	35	1	0	0	1789671	220695	10383	0	0	1107	10383	2036405	2683588	34	34.06	2345	"1748"	1441	"566"	284	"444"	560	"1063"	0	0	0	0	"0 + 0 part"	0	75.884	1	0	0	0	"2973 + 2779 part"	"2869"	"2869"	"2093"	"126"	"5"	10383	"2345"	1748	"1441"	"566"	"284"	"444"	"560"	"1063"	"1053034"	"Thermoanaerobacter thermohydrosulfuricus"	2683588	58742	2.32001	34.06	"strain"	" 2819"	"0"	0	0	3.28340266836787	0.000520178993315267
"Gold_Standard_0"	276	101	78	40	13	2966846	2640834	2471084	1855705	881794	442	109552	3081358	2728734	34.29	34.31	32031	"38191"	13688	"20913"	30	"24"	65	"49"	0	0	0	0	"0 + 0 part"	0	99.962	1.13	0	0	0.04	"6994 + 206 part"	"3286"	"3417"	"2796"	"321"	"22"	109552	"32031"	38191	"13688"	"20913"	"30"	"24"	"65"	"49"	"1053037"	"Thermoanaerobacter thermohydrosulfuricus"	2728734	1320140	51.7769	34.31	"strain"	" 2818"	"0"	0	0	72.5688176275152	0.00226072430859729
